0.22,0.66,3.22,217.00,202.00,263.00,130.00,91.00,,Mother
-4.65,-0.46,10.04,220.00,203.00,263.00,131.00,97.00,,Mother
-7.81,-1.11,2.69,220.00,203.00,263.00,131.00,93.00,,Mother
-7.46,-1.80,3.81,222.00,203.00,263.00,131.00,82.00,,Mother
-7.46,-1.80,3.81,218.00,207.00,263.00,129.00,87.00,,Mother
-7.09,-1.37,6.27,220.00,207.00,263.00,128.00,82.00,,Mother
-4.82,-0.66,273.96,220.00,206.00,263.00,128.00,82.00,,Mother
-5.19,-0.22,5.00,220.00,206.00,263.00,128.00,91.00,,Mother
-5.67,-0.22,3.96,220.00,206.00,263.00,129.00,87.00,,Mother
-5.21,-0.43,273.96,220.00,206.00,259.00,128.00,77.00,,Mother
-5.21,-0.87,273.96,220.00,203.00,263.00,128.00,80.00,,Mother
-2.62,-1.75,3.96,222.00,204.00,265.00,128.00,96.00,,Mother
0.00,0.67,2.77,220.00,204.00,265.00,128.00,82.00,,Mother
0.00,80.98,2.62,218.00,192.00,187.00,150.00,34.00,,Hello
-54.74,-24.09,12.08,212.00,197.00,188.00,141.00,33.00,,Hello
-55.81,-30.89,2.62,211.00,199.00,187.00,141.00,45.00,,Hello
-67.58,-15.64,2.62,212.00,199.00,187.00,142.00,39.00,,Hello
-62.29,-27.38,2.62,212.00,197.00,187.00,142.00,42.00,,Hello
-59.59,-16.31,12.08,211.00,199.00,187.00,140.00,47.00,,Hello
-41.52,-39.38,12.08,207.00,199.00,187.00,142.00,41.00,,Hello
-40.66,-34.76,5.00,207.00,199.00,187.00,140.00,50.00,,Hello
-37.53,-36.64,12.08,207.00,199.00,187.00,142.00,56.00,,Hello
-22.47,-33.42,5.00,207.00,200.00,187.00,140.00,45.00,,Hello
-32.23,-37.25,5.00,207.00,197.00,187.00,141.00,64.00,,Hello
-29.55,-43.13,2.62,206.00,197.00,187.00,141.00,59.00,,Hello
-25.23,-41.05,7.38,206.00,197.00,187.00,142.00,59.00,,Hello
-22.78,-34.65,2.62,206.00,197.00,187.00,141.00,52.00,,Hello
-13.99,-34.33,3.81,206.00,199.00,187.00,142.00,67.00,,Hello
-27.44,-45.33,13.24,204.00,195.00,185.00,143.00,59.00,,Hello
-38.03,-42.11,13.24,206.00,197.00,187.00,142.00,63.00,,Hello
-37.63,-41.64,2.62,206.00,197.00,187.00,142.00,66.00,,Hello
-33.39,-43.47,3.81,206.00,197.00,187.00,142.00,65.00,,Hello
-33.28,-44.49,7.38,206.00,199.00,187.00,142.00,74.00,,Hello
-33.63,-41.12,13.24,206.00,199.00,187.00,141.00,74.00,,Hello
-34.08,-42.64,3.81,206.00,199.00,187.00,141.00,74.00,,Hello
-33.28,-41.19,13.24,207.00,197.00,187.00,141.00,69.00,,Hello
-33.41,-45.25,3.81,206.00,200.00,187.00,141.00,72.00,,Hello
-32.70,-42.16,7.38,207.00,200.00,187.00,141.00,75.00,,Hello
